WikEM_Name,DB_Ingredient_Name,Match_Type,File_Path
Tricyclic antidepressant toxicity,,None,scripts/wikem_scraper/scraped_data/drugs/Tricyclic_antidepressant_toxicity.json
Edrophonium,,None,scripts/wikem_scraper/scraped_data/drugs/Edrophonium.json
Leptospirosis,,None,scripts/wikem_scraper/scraped_data/drugs/Leptospirosis.json
Milrinone,milrinone,Exact,scripts/wikem_scraper/scraped_data/drugs/Milrinone.json
Coarctation of the aorta,,None,scripts/wikem_scraper/scraped_data/drugs/Coarctation_of_the_aorta.json
Maculopapular rashes,,None,scripts/wikem_scraper/scraped_data/drugs/Maculopapular_rashes.json
Superficial thrombophlebitis,,None,scripts/wikem_scraper/scraped_data/drugs/Superficial_thrombophlebitis.json
Leukocytosis,,None,scripts/wikem_scraper/scraped_data/drugs/Leukocytosis.json
Organophosphate toxicity,,None,scripts/wikem_scraper/scraped_data/drugs/Organophosphate_toxicity.json
Teicoplanin,teicoplanin,Exact,scripts/wikem_scraper/scraped_data/drugs/Teicoplanin.json
Ataxia (peds),,None,scripts/wikem_scraper/scraped_data/drugs/Ataxia_(peds).json
Apgar score,,None,scripts/wikem_scraper/scraped_data/drugs/Apgar_score.json
Immune reconstitution syndrome,,None,scripts/wikem_scraper/scraped_data/drugs/Immune_reconstitution_syndrome.json
Meningoencephalitis,,None,scripts/wikem_scraper/scraped_data/drugs/Meningoencephalitis.json
Propafenone,propafenone,Exact,scripts/wikem_scraper/scraped_data/drugs/Propafenone.json
Neutropenic fever,,None,scripts/wikem_scraper/scraped_data/drugs/Neutropenic_fever.json
Transposition of the great arteries,,None,scripts/wikem_scraper/scraped_data/drugs/Transposition_of_the_great_arteries.json
Clitocybe,,None,scripts/wikem_scraper/scraped_data/drugs/Clitocybe.json
Metacarpophalangeal dislocation (finger),,None,scripts/wikem_scraper/scraped_data/drugs/Metacarpophalangeal_dislocation_(finger).json
Bisacodyl,bisacodyl,Exact,scripts/wikem_scraper/scraped_data/drugs/Bisacodyl.json
Hand and finger infections,,None,scripts/wikem_scraper/scraped_data/drugs/Hand_and_finger_infections.json
Levonorgestrel,levonorgestrel,Exact,scripts/wikem_scraper/scraped_data/drugs/Levonorgestrel.json
Mycotic aneurysm,,None,scripts/wikem_scraper/scraped_data/drugs/Mycotic_aneurysm.json
Chest tube (peds),,None,scripts/wikem_scraper/scraped_data/drugs/Chest_tube_(peds).json
Epinephrine,epinephrine,Exact,scripts/wikem_scraper/scraped_data/drugs/Epinephrine.json
Thromboelastography (TEG),,None,scripts/wikem_scraper/scraped_data/drugs/Thromboelastography_(TEG).json
Tourniquet (extremity),,None,scripts/wikem_scraper/scraped_data/drugs/Tourniquet_(extremity).json
Initial mechanical ventilation settings (peds),,None,scripts/wikem_scraper/scraped_data/drugs/Initial_mechanical_ventilation_settings_(peds).json
Acute hepatic failure en,,None,scripts/wikem_scraper/scraped_data/drugs/Acute_hepatic_failure_en.json
Salter-Harris fractures,,None,scripts/wikem_scraper/scraped_data/drugs/Salter-Harris_fractures.json
Purple glove syndrome,,None,scripts/wikem_scraper/scraped_data/drugs/Purple_glove_syndrome.json
Juvenile nasopharyngeal angiofibroma,,None,scripts/wikem_scraper/scraped_data/drugs/Juvenile_nasopharyngeal_angiofibroma.json
Acute calculous cholecystitis,,None,scripts/wikem_scraper/scraped_data/drugs/Acute_calculous_cholecystitis.json
Phimosis,,None,scripts/wikem_scraper/scraped_data/drugs/Phimosis.json
Poison control,,None,scripts/wikem_scraper/scraped_data/drugs/Poison_control.json
Hirudins,,None,scripts/wikem_scraper/scraped_data/drugs/Hirudins.json
Gastric pacemaker complications,,None,scripts/wikem_scraper/scraped_data/drugs/Gastric_pacemaker_complications.json
Sialolithiasis,,None,scripts/wikem_scraper/scraped_data/drugs/Sialolithiasis.json
Disulfiram effect,,None,scripts/wikem_scraper/scraped_data/drugs/Disulfiram_effect.json
Traumatic aortic transection,,None,scripts/wikem_scraper/scraped_data/drugs/Traumatic_aortic_transection.json
Raxibacumab,,None,scripts/wikem_scraper/scraped_data/drugs/Raxibacumab.json
Lambert-Eaton myasthenic syndrome,,None,scripts/wikem_scraper/scraped_data/drugs/Lambert-Eaton_myasthenic_syndrome.json
Otitis externa,,None,scripts/wikem_scraper/scraped_data/drugs/Otitis_externa.json
Zolpidem,,None,scripts/wikem_scraper/scraped_data/drugs/Zolpidem.json
Red eye (peds),,None,scripts/wikem_scraper/scraped_data/drugs/Red_eye_(peds).json
Glasgow-Blatchford Bleeding Score,,None,scripts/wikem_scraper/scraped_data/drugs/Glasgow-Blatchford_Bleeding_Score.json
Phenylephrine,phenylephrine,Exact,scripts/wikem_scraper/scraped_data/drugs/Phenylephrine.json
Nitrous oxide toxicity,,None,scripts/wikem_scraper/scraped_data/drugs/Nitrous_oxide_toxicity.json
Femoral neck fracture,,None,scripts/wikem_scraper/scraped_data/drugs/Femoral_neck_fracture.json
Diphtheria,diphtheria,Exact,scripts/wikem_scraper/scraped_data/drugs/Diphtheria.json
Deep brain stimulator complications,,None,scripts/wikem_scraper/scraped_data/drugs/Deep_brain_stimulator_complications.json
Acute cystitis,,None,scripts/wikem_scraper/scraped_data/drugs/Acute_cystitis.json
Malignant hyperthermia,,None,scripts/wikem_scraper/scraped_data/drugs/Malignant_hyperthermia.json
Ethacrynic acid,,None,scripts/wikem_scraper/scraped_data/drugs/Ethacrynic_acid.json
Esophageal varices,,None,scripts/wikem_scraper/scraped_data/drugs/Esophageal_varices.json
Shark bite,,None,scripts/wikem_scraper/scraped_data/drugs/Shark_bite.json
Midodrine,midodrine,Exact,scripts/wikem_scraper/scraped_data/drugs/Midodrine.json
Ecallantide,,None,scripts/wikem_scraper/scraped_data/drugs/Ecallantide.json
Double sugar tong splint,,None,scripts/wikem_scraper/scraped_data/drugs/Double_sugar_tong_splint.json
Uremic bleeding syndrome,,None,scripts/wikem_scraper/scraped_data/drugs/Uremic_bleeding_syndrome.json
Laundry detergent pod ingestion,,None,scripts/wikem_scraper/scraped_data/drugs/Laundry_detergent_pod_ingestion.json
Carvedilol,carvedilol,Exact,scripts/wikem_scraper/scraped_data/drugs/Carvedilol.json
Pneumomediastinum,,None,scripts/wikem_scraper/scraped_data/drugs/Pneumomediastinum.json
Acute gastroenteritis (peds),,None,scripts/wikem_scraper/scraped_data/drugs/Acute_gastroenteritis_(peds).json
Carpal dislocations,,None,scripts/wikem_scraper/scraped_data/drugs/Carpal_dislocations.json
Herpangina,,None,scripts/wikem_scraper/scraped_data/drugs/Herpangina.json
Rheumatoid arthritis,,None,scripts/wikem_scraper/scraped_data/drugs/Rheumatoid_arthritis.json
Pyloric stenosis,,None,scripts/wikem_scraper/scraped_data/drugs/Pyloric_stenosis.json
Peritonsillar abscess,,None,scripts/wikem_scraper/scraped_data/drugs/Peritonsillar_abscess.json
Hinchey classification for diverticulitis,,None,scripts/wikem_scraper/scraped_data/drugs/Hinchey_classification_for_diverticulitis.json
Dalteparin,,None,scripts/wikem_scraper/scraped_data/drugs/Dalteparin.json
Zipper injury to penis,,None,scripts/wikem_scraper/scraped_data/drugs/Zipper_injury_to_penis.json
Bacterial gastroenteritis,,None,scripts/wikem_scraper/scraped_data/drugs/Bacterial_gastroenteritis.json
Bupivacaine,bupivacaine,Exact,scripts/wikem_scraper/scraped_data/drugs/Bupivacaine.json
Antiplatelet medications,,None,scripts/wikem_scraper/scraped_data/drugs/Antiplatelet_medications.json
Fecal impaction,,None,scripts/wikem_scraper/scraped_data/drugs/Fecal_impaction.json
Meningitis (peds),,None,scripts/wikem_scraper/scraped_data/drugs/Meningitis_(peds).json
Lumbar puncture,,None,scripts/wikem_scraper/scraped_data/drugs/Lumbar_puncture.json
Black widow spider bite,,None,scripts/wikem_scraper/scraped_data/drugs/Black_widow_spider_bite.json
Hiccups,,None,scripts/wikem_scraper/scraped_data/drugs/Hiccups.json
Dementia with Lewy bodies,,None,scripts/wikem_scraper/scraped_data/drugs/Dementia_with_Lewy_bodies.json
Perianal streptococcal dermatitis,,None,scripts/wikem_scraper/scraped_data/drugs/Perianal_streptococcal_dermatitis.json
Alteplase,alteplase,Exact,scripts/wikem_scraper/scraped_data/drugs/Alteplase.json
Emergency medical services training levels,,None,scripts/wikem_scraper/scraped_data/drugs/Emergency_medical_services_training_levels.json
Missile embolus,,None,scripts/wikem_scraper/scraped_data/drugs/Missile_embolus.json
Primary Amebic Meningoencephalitis,,None,scripts/wikem_scraper/scraped_data/drugs/Primary_Amebic_Meningoencephalitis.json
Granuloma inguinale,,None,scripts/wikem_scraper/scraped_data/drugs/Granuloma_inguinale.json
Acetaminophen toxicity,,None,scripts/wikem_scraper/scraped_data/drugs/Acetaminophen_toxicity.json
Snake bites,,None,scripts/wikem_scraper/scraped_data/drugs/Snake_bites.json
Rhinovirus,,None,scripts/wikem_scraper/scraped_data/drugs/Rhinovirus.json
Humate-P,,None,scripts/wikem_scraper/scraped_data/drugs/Humate-P.json
Weaning mechanical ventilation,,None,scripts/wikem_scraper/scraped_data/drugs/Weaning_mechanical_ventilation.json
Mandible fracture,,None,scripts/wikem_scraper/scraped_data/drugs/Mandible_fracture.json
Bismuth subsalicylate en,,None,scripts/wikem_scraper/scraped_data/drugs/Bismuth_subsalicylate_en.json
Histoplasmosis,,None,scripts/wikem_scraper/scraped_data/drugs/Histoplasmosis.json
Adamantinoma,,None,scripts/wikem_scraper/scraped_data/drugs/Adamantinoma.json
Funnel-web spider bite,,None,scripts/wikem_scraper/scraped_data/drugs/Funnel-web_spider_bite.json
Prehospital protocol pediatric airway management,,None,scripts/wikem_scraper/scraped_data/drugs/Prehospital_protocol_pediatric_airway_management.json
Sinusitis,,None,scripts/wikem_scraper/scraped_data/drugs/Sinusitis.json
Hydroxocobalamin,hydroxocobalamin,Exact,scripts/wikem_scraper/scraped_data/drugs/Hydroxocobalamin.json
Crying infant,,None,scripts/wikem_scraper/scraped_data/drugs/Crying_infant.json
Plantar fasciitis,,None,scripts/wikem_scraper/scraped_data/drugs/Plantar_fasciitis.json
Rho(D) immune globulin,,None,scripts/wikem_scraper/scraped_data/drugs/Rho(D)_immune_globulin.json
Carboprost,,None,scripts/wikem_scraper/scraped_data/drugs/Carboprost.json
Minocycline,,None,scripts/wikem_scraper/scraped_data/drugs/Minocycline.json
Traumatic pneumothorax,,None,scripts/wikem_scraper/scraped_data/drugs/Traumatic_pneumothorax.json
Dysphonia,,None,scripts/wikem_scraper/scraped_data/drugs/Dysphonia.json
Colchicine toxicity,,None,scripts/wikem_scraper/scraped_data/drugs/Colchicine_toxicity.json
Norepinephrine,,None,scripts/wikem_scraper/scraped_data/drugs/Norepinephrine.json
Cryptitis,,None,scripts/wikem_scraper/scraped_data/drugs/Cryptitis.json
Thrombotic thrombocytopenic purpura,,None,scripts/wikem_scraper/scraped_data/drugs/Thrombotic_thrombocytopenic_purpura.json
Vertical lid split procedure,,None,scripts/wikem_scraper/scraped_data/drugs/Vertical_lid_split_procedure.json
Methemoglobinemia,,None,scripts/wikem_scraper/scraped_data/drugs/Methemoglobinemia.json
Folliculitis,,None,scripts/wikem_scraper/scraped_data/drugs/Folliculitis.json
Epiglottitis,,None,scripts/wikem_scraper/scraped_data/drugs/Epiglottitis.json
Drugs of abuse,,None,scripts/wikem_scraper/scraped_data/drugs/Drugs_of_abuse.json
Heart transplant complications,,None,scripts/wikem_scraper/scraped_data/drugs/Heart_transplant_complications.json
Low molecular weight heparin,,None,scripts/wikem_scraper/scraped_data/drugs/Low_molecular_weight_heparin.json
Opioid toxicity,,None,scripts/wikem_scraper/scraped_data/drugs/Opioid_toxicity.json
Sucralfate,sucralfate,Exact,scripts/wikem_scraper/scraped_data/drugs/Sucralfate.json
Delayed sequence intubation,,None,scripts/wikem_scraper/scraped_data/drugs/Delayed_sequence_intubation.json
Fibrosing colonopathy,,None,scripts/wikem_scraper/scraped_data/drugs/Fibrosing_colonopathy.json
Transplant complications,,None,scripts/wikem_scraper/scraped_data/drugs/Transplant_complications.json
Commotio cordis,,None,scripts/wikem_scraper/scraped_data/drugs/Commotio_cordis.json
Red eye (by symptoms),,None,scripts/wikem_scraper/scraped_data/drugs/Red_eye_(by_symptoms).json
Low ECG voltage,,None,scripts/wikem_scraper/scraped_data/drugs/Low_ECG_voltage.json
Acute pain management,,None,scripts/wikem_scraper/scraped_data/drugs/Acute_pain_management.json
Fundoscopic exam,,None,scripts/wikem_scraper/scraped_data/drugs/Fundoscopic_exam.json
External hemorrhoid,,None,scripts/wikem_scraper/scraped_data/drugs/External_hemorrhoid.json
Inhalation injury,,None,scripts/wikem_scraper/scraped_data/drugs/Inhalation_injury.json
Anorectal abscess,,None,scripts/wikem_scraper/scraped_data/drugs/Anorectal_abscess.json
Praziquantel,praziquantel,Exact,scripts/wikem_scraper/scraped_data/drugs/Praziquantel.json
Ewing sarcoma,,None,scripts/wikem_scraper/scraped_data/drugs/Ewing_sarcoma.json
Rifamycins,,None,scripts/wikem_scraper/scraped_data/drugs/Rifamycins.json
Tuberculous lymphadenitis,,None,scripts/wikem_scraper/scraped_data/drugs/Tuberculous_lymphadenitis.json
Tumor lysis syndrome,,None,scripts/wikem_scraper/scraped_data/drugs/Tumor_lysis_syndrome.json
Vaginal trauma,,None,scripts/wikem_scraper/scraped_data/drugs/Vaginal_trauma.json
Space dentistry,,None,scripts/wikem_scraper/scraped_data/drugs/Space_dentistry.json
Hirschsprung%27s disease,,None,scripts/wikem_scraper/scraped_data/drugs/Hirschsprung%27s_disease.json
Epidural abscess (intracranial),,None,scripts/wikem_scraper/scraped_data/drugs/Epidural_abscess_(intracranial).json
Procedures in patients with coagulopathies,,None,scripts/wikem_scraper/scraped_data/drugs/Procedures_in_patients_with_coagulopathies.json
Thoracotomy (peds),,None,scripts/wikem_scraper/scraped_data/drugs/Thoracotomy_(peds).json
Doxylamine,doxylamine,Exact,scripts/wikem_scraper/scraped_data/drugs/Doxylamine.json
Herpes gingivostomatitis,,None,scripts/wikem_scraper/scraped_data/drugs/Herpes_gingivostomatitis.json
Glycopyrrolate,,None,scripts/wikem_scraper/scraped_data/drugs/Glycopyrrolate.json
Caustic ingestion,,None,scripts/wikem_scraper/scraped_data/drugs/Caustic_ingestion.json
Rotavirus,,None,scripts/wikem_scraper/scraped_data/drugs/Rotavirus.json
Finger thoracostomy,,None,scripts/wikem_scraper/scraped_data/drugs/Finger_thoracostomy.json
Parainfluenza,,None,scripts/wikem_scraper/scraped_data/drugs/Parainfluenza.json
Trachoma,,None,scripts/wikem_scraper/scraped_data/drugs/Trachoma.json
Anticholinergic toxicity,,None,scripts/wikem_scraper/scraped_data/drugs/Anticholinergic_toxicity.json
Riociguat,,None,scripts/wikem_scraper/scraped_data/drugs/Riociguat.json
Neonatal HSV,,None,scripts/wikem_scraper/scraped_data/drugs/Neonatal_HSV.json
Intussusception,,None,scripts/wikem_scraper/scraped_data/drugs/Intussusception.json
Palpitations,,None,scripts/wikem_scraper/scraped_data/drugs/Palpitations.json
Chorea,,None,scripts/wikem_scraper/scraped_data/drugs/Chorea.json
Osteogenesis imperfecta,,None,scripts/wikem_scraper/scraped_data/drugs/Osteogenesis_imperfecta.json
Pancuronium,pancuronium,Exact,scripts/wikem_scraper/scraped_data/drugs/Pancuronium.json
Caffeine toxicity,,None,scripts/wikem_scraper/scraped_data/drugs/Caffeine_toxicity.json
Chronic myeloid leukemia,,None,scripts/wikem_scraper/scraped_data/drugs/Chronic_myeloid_leukemia.json
Bacitracin,bacitracin,Exact,scripts/wikem_scraper/scraped_data/drugs/Bacitracin.json
Hypercalcemia of malignancy,,None,scripts/wikem_scraper/scraped_data/drugs/Hypercalcemia_of_malignancy.json
Unintentional intra-arterial injection,,None,scripts/wikem_scraper/scraped_data/drugs/Unintentional_intra-arterial_injection.json
Lichen planus,,None,scripts/wikem_scraper/scraped_data/drugs/Lichen_planus.json
D-dimer,,None,scripts/wikem_scraper/scraped_data/drugs/D-dimer.json
Air Force Active Duty,,None,scripts/wikem_scraper/scraped_data/drugs/Air_Force_Active_Duty.json
Testicular diagnoses,,None,scripts/wikem_scraper/scraped_data/drugs/Testicular_diagnoses.json
Clopidogrel,clopidogrel,Exact,scripts/wikem_scraper/scraped_data/drugs/Clopidogrel.json
Contrast induced allergic reaction,,None,scripts/wikem_scraper/scraped_data/drugs/Contrast_induced_allergic_reaction.json
Trauma (main),,None,scripts/wikem_scraper/scraped_data/drugs/Trauma_(main).json
Pyrimethamine,pyrimethamine,Exact,scripts/wikem_scraper/scraped_data/drugs/Pyrimethamine.json
Protamine sulfate,protamine sulphate,Fuzzy (>0.85),scripts/wikem_scraper/scraped_data/drugs/Protamine_sulfate.json
Pyridostigmine,,None,scripts/wikem_scraper/scraped_data/drugs/Pyridostigmine.json
Troponin,,None,scripts/wikem_scraper/scraped_data/drugs/Troponin.json
Dimercaprol,,None,scripts/wikem_scraper/scraped_data/drugs/Dimercaprol.json
Diarrhea (peds),,None,scripts/wikem_scraper/scraped_data/drugs/Diarrhea_(peds).json
Albendazole,albendazole,Exact,scripts/wikem_scraper/scraped_data/drugs/Albendazole.json
Conjunctival abrasion,,None,scripts/wikem_scraper/scraped_data/drugs/Conjunctival_abrasion.json
Prehospital protocol croup,,None,scripts/wikem_scraper/scraped_data/drugs/Prehospital_protocol_croup.json
Eikenella,,None,scripts/wikem_scraper/scraped_data/drugs/Eikenella.json
Metacarpophalangeal ulnar ligament rupture,,None,scripts/wikem_scraper/scraped_data/drugs/Metacarpophalangeal_ulnar_ligament_rupture.json
Triplane fracture,,None,scripts/wikem_scraper/scraped_data/drugs/Triplane_fracture.json
Sodium thiosulfate,,None,scripts/wikem_scraper/scraped_data/drugs/Sodium_thiosulfate.json
Triamterene,triamterene,Exact,scripts/wikem_scraper/scraped_data/drugs/Triamterene.json
Tactical field care,,None,scripts/wikem_scraper/scraped_data/drugs/Tactical_field_care.json
Severe acute respiratory syndrome,,None,scripts/wikem_scraper/scraped_data/drugs/Severe_acute_respiratory_syndrome.json
Leukemia,,None,scripts/wikem_scraper/scraped_data/drugs/Leukemia.json
Splinting,,None,scripts/wikem_scraper/scraped_data/drugs/Splinting.json
Polar thigh,,None,scripts/wikem_scraper/scraped_data/drugs/Polar_thigh.json
Aminoglycosides,,None,scripts/wikem_scraper/scraped_data/drugs/Aminoglycosides.json
Acetabular pelvic fractures,,None,scripts/wikem_scraper/scraped_data/drugs/Acetabular_pelvic_fractures.json
Toxic megacolon,,None,scripts/wikem_scraper/scraped_data/drugs/Toxic_megacolon.json
Neonatal acne,,None,scripts/wikem_scraper/scraped_data/drugs/Neonatal_acne.json
Displaced G-tube,,None,scripts/wikem_scraper/scraped_data/drugs/Displaced_G-tube.json
